DeviceId,enter_date,enter_time,leave_time,length_minutes
011a4de4d36c649940931bbdf5329242,2022/05/10,2022-05-10T03:34:55.000Z,2022-05-10T18:30:45.000Z,896
011a4de4d36c649940931bbdf5329242,2022/05/11,2022-05-11T14:25:08.000Z,2022-05-11T20:18:02.000Z,353
011a4de4d36c649940931bbdf5329242,2022/05/13,2022-05-13T14:25:08.000Z,2022-05-13T18:05:32.000Z,220
011a4de4d36c649940931bbdf5329242,2022/05/14,2022-05-14T13:19:41.000Z,2022-05-14T23:31:12.000Z,612
011a4de4d36c649940931bbdf5329242,2022/05/15,2022-05-15T13:19:41.000Z,2022-05-15T20:18:10.000Z,418
012f1b1c08a8c169b0e28198dccac359,2022/05/09,2022-05-09T20:37:26.000Z,2022-05-09T23:40:50.000Z,183
013b14459f92b105d69ce721a6208c2d,2022/05/15,2022-05-15T01:24:57.000Z,2022-05-15T02:06:34.000Z,42
013e11313f2e0c1954a5c67a0d566c5b,2022/05/09,2022-05-09T10:23:55.000Z,2022-05-09T22:31:41.000Z,728
0143335fe1159f922d216a988bce72cf,2022/05/15,2022-05-15T03:22:43.000Z,2022-05-15T03:35:10.000Z,12
014d5eb8091b16d5c34026c3d31fcc41,2022/05/11,2022-05-11T13:27:15.000Z,2022-05-11T13:57:51.000Z,31
014dbbe31f48236ff9b4667c9c368bba,2022/05/11,2022-05-11T18:05:43.000Z,2022-05-11T18:22:13.000Z,17
0154d3dbff7ef46a1fd7818c2f44d6fa,2022/05/09,2022-05-09T01:00:06.000Z,2022-05-09T01:07:24.000Z,7
0154d3dbff7ef46a1fd7818c2f44d6fa,2022/05/11,2022-05-11T01:46:35.000Z,2022-05-11T01:57:47.000Z,11
0158f8c5df8f16eecf6ce2d9cb67515b,2022/05/13,2022-05-13T13:09:35.000Z,2022-05-13T22:38:39.000Z,569
0158f8c5df8f16eecf6ce2d9cb67515b,2022/05/15,2022-05-15T20:29:28.000Z,2022-05-15T20:52:38.000Z,23
01613dca0d737dc3f8462b24b3f03f59,2022/05/14,2022-05-14T02:59:27.000Z,2022-05-14T21:36:10.000Z,1117
016c9b36011ad47f09d48fe19310ce91,2022/05/13,2022-05-13T12:54:46.000Z,2022-05-13T15:17:40.000Z,143
016ce7ec6917f8dc810e541e1ac85e06,2022/05/10,2022-05-10T13:19:23.000Z,2022-05-10T19:47:03.000Z,388
016ce7ec6917f8dc810e541e1ac85e06,2022/05/11,2022-05-11T17:13:30.000Z,2022-05-11T23:41:29.000Z,388
016ce7ec6917f8dc810e541e1ac85e06,2022/05/12,2022-05-12T13:19:43.000Z,2022-05-12T22:04:06.000Z,524
017240fbb942032a85bcc62c5bdc6348,2022/05/14,2022-05-14T20:55:04.000Z,2022-05-14T21:10:37.000Z,16
017a8ed1cd4bd02dc3d4d74e8388c7f4,2022/05/15,2022-05-15T16:51:35.000Z,2022-05-15T17:03:29.000Z,12
017d663541a03bc5cbc0845d418e89bf,2022/05/09,2022-05-09T04:20:00.000Z,2022-05-09T20:23:34.000Z,964
018436b08b06bade8bb16f95d3ef4fb7,2022/05/13,2022-05-13T11:58:31.000Z,2022-05-13T19:31:13.000Z,453
0184cbecee435d37f0a32e5213b311dd,2022/05/11,2022-05-11T14:08:03.000Z,2022-05-11T23:35:12.000Z,567
018c8710f851218ae510a49e8bbdee56,2022/05/09,2022-05-09T00:37:10.000Z,2022-05-09T22:49:04.000Z,1332
018c8710f851218ae510a49e8bbdee56,2022/05/10,2022-05-10T13:16:49.000Z,2022-05-10T21:48:35.000Z,512
018c8710f851218ae510a49e8bbdee56,2022/05/11,2022-05-11T13:16:49.000Z,2022-05-11T23:42:38.000Z,626
018c8710f851218ae510a49e8bbdee56,2022/05/13,2022-05-13T01:24:07.000Z,2022-05-13T22:33:47.000Z,1270
018c8710f851218ae510a49e8bbdee56,2022/05/14,2022-05-14T13:16:49.000Z,2022-05-14T22:36:57.000Z,560
018c8710f851218ae510a49e8bbdee56,2022/05/15,2022-05-15T20:46:11.000Z,2022-05-15T23:22:17.000Z,156
0198410df9524d8971e3bbe90a9242a7,2022/05/13,2022-05-13T22:38:11.000Z,2022-05-13T22:53:44.000Z,16
01a132939dbb68b2d47366c252a34f13,2022/05/10,2022-05-10T13:55:09.000Z,2022-05-10T18:50:02.000Z,295
01a132939dbb68b2d47366c252a34f13,2022/05/13,2022-05-13T11:30:28.000Z,2022-05-13T18:46:19.000Z,436
01a132939dbb68b2d47366c252a34f13,2022/05/15,2022-05-15T18:54:35.000Z,2022-05-15T23:52:38.000Z,298
01a14021ef293cabd94fa4d6a110aa8a,2022/05/09,2022-05-09T15:42:44.000Z,2022-05-09T18:45:18.000Z,183
01a14021ef293cabd94fa4d6a110aa8a,2022/05/13,2022-05-13T15:45:57.000Z,2022-05-13T16:44:55.000Z,59
01a14021ef293cabd94fa4d6a110aa8a,2022/05/14,2022-05-14T15:41:03.000Z,2022-05-14T22:09:17.000Z,388
01a3c05228ecd5970f79b193cdd748f9,2022/05/09,2022-05-09T03:35:21.000Z,2022-05-09T23:28:53.000Z,1194
01a3c05228ecd5970f79b193cdd748f9,2022/05/10,2022-05-10T03:09:16.000Z,2022-05-10T18:44:51.000Z,936
01a3c05228ecd5970f79b193cdd748f9,2022/05/12,2022-05-12T01:28:43.000Z,2022-05-12T18:36:01.000Z,1027
01a3c05228ecd5970f79b193cdd748f9,2022/05/15,2022-05-15T03:58:32.000Z,2022-05-15T20:00:28.000Z,962
01a490d769a2f9a2909234bc69462d6d,2022/05/13,2022-05-13T21:37:26.000Z,2022-05-13T21:56:47.000Z,19
01ad0d5304fc2713fb9fd2fad44c32fc,2022/05/09,2022-05-09T15:17:01.000Z,2022-05-09T15:50:13.000Z,33
01ad0d5304fc2713fb9fd2fad44c32fc,2022/05/10,2022-05-10T16:10:06.000Z,2022-05-10T18:22:09.000Z,132
01ad0d5304fc2713fb9fd2fad44c32fc,2022/05/11,2022-05-11T15:57:20.000Z,2022-05-11T18:17:41.000Z,140
01ad0d5304fc2713fb9fd2fad44c32fc,2022/05/14,2022-05-14T16:08:19.000Z,2022-05-14T17:56:23.000Z,108
01c0c5dd9a091dede6908aa3d7d98784,2022/05/14,2022-05-14T17:54:40.000Z,2022-05-14T20:55:17.000Z,181
01c0c5dd9a091dede6908aa3d7d98784,2022/05/15,2022-05-15T00:49:18.000Z,2022-05-15T14:01:00.000Z,792
01cbe709a181ef47b03c1801e7c505ec,2022/05/09,2022-05-09T03:05:36.000Z,2022-05-09T04:15:34.000Z,70
01cef4ecca0480157a34c04c441a1dd8,2022/05/09,2022-05-09T15:40:07.000Z,2022-05-09T20:35:28.000Z,295
01cef4ecca0480157a34c04c441a1dd8,2022/05/11,2022-05-11T15:39:09.000Z,2022-05-11T20:53:04.000Z,314
01cef4ecca0480157a34c04c441a1dd8,2022/05/15,2022-05-15T15:26:39.000Z,2022-05-15T20:32:48.000Z,306
01df276403c8535be19396fea609e93d,2022/05/09,2022-05-09T13:11:36.000Z,2022-05-09T22:36:37.000Z,565
01df276403c8535be19396fea609e93d,2022/05/10,2022-05-10T16:25:02.000Z,2022-05-10T19:35:18.000Z,190
01df276403c8535be19396fea609e93d,2022/05/11,2022-05-11T16:04:16.000Z,2022-05-11T22:26:12.000Z,382
01df276403c8535be19396fea609e93d,2022/05/12,2022-05-12T16:05:13.000Z,2022-05-12T22:35:21.000Z,390
01e09416b4c1d8d8c57aded358d4fc07,2022/05/10,2022-05-10T11:58:40.000Z,2022-05-10T12:28:34.000Z,30
01e09416b4c1d8d8c57aded358d4fc07,2022/05/13,2022-05-13T12:44:48.000Z,2022-05-13T21:31:05.000Z,526
01e195b1530cea39176b563c9963a864,2022/05/12,2022-05-12T18:59:26.000Z,2022-05-12T19:20:44.000Z,21
01e1c1de8b6ff0fbc23dca8331822cf8,2022/05/12,2022-05-12T12:48:55.000Z,2022-05-12T13:04:51.000Z,16
01eb386c69097ef1188d39dae2d30ef4,2022/05/10,2022-05-10T01:38:44.000Z,2022-05-10T13:34:25.000Z,716
01eb386c69097ef1188d39dae2d30ef4,2022/05/11,2022-05-11T00:12:07.000Z,2022-05-11T13:27:38.000Z,796
01eb386c69097ef1188d39dae2d30ef4,2022/05/12,2022-05-12T01:49:37.000Z,2022-05-12T13:32:41.000Z,703
01fc33b299b4d8c0ddff10670e4b9d9d,2022/05/09,2022-05-09T01:59:39.000Z,2022-05-09T17:52:55.000Z,953
01fc33b299b4d8c0ddff10670e4b9d9d,2022/05/10,2022-05-10T01:07:17.000Z,2022-05-10T18:00:35.000Z,1013
01fc33b299b4d8c0ddff10670e4b9d9d,2022/05/11,2022-05-11T00:43:31.000Z,2022-05-11T21:14:01.000Z,1230
01fc33b299b4d8c0ddff10670e4b9d9d,2022/05/12,2022-05-12T16:30:00.000Z,2022-05-12T22:59:32.000Z,390
0202e7d8559efebb71c1309032978efd,2022/05/14,2022-05-14T20:09:02.000Z,2022-05-14T20:42:24.000Z,33
020d038b0cb8ae325ebe523cce11e8ae,2022/05/10,2022-05-10T13:27:08.000Z,2022-05-10T21:34:45.000Z,488
020d038b0cb8ae325ebe523cce11e8ae,2022/05/11,2022-05-11T11:47:55.000Z,2022-05-11T14:43:07.000Z,175
020d038b0cb8ae325ebe523cce11e8ae,2022/05/13,2022-05-13T11:49:08.000Z,2022-05-13T21:01:18.000Z,552
020d038b0cb8ae325ebe523cce11e8ae,2022/05/15,2022-05-15T11:47:55.000Z,2022-05-15T14:43:07.000Z,175
020fba0d1044ff8c612b4a9bdca478a3,2022/05/12,2022-05-12T17:30:03.000Z,2022-05-12T18:10:46.000Z,41
02196b6dc43b38b81a49ec28b4ba706e,2022/05/10,2022-05-10T16:18:15.000Z,2022-05-10T19:24:51.000Z,187
02196b6dc43b38b81a49ec28b4ba706e,2022/05/11,2022-05-11T17:59:57.000Z,2022-05-11T19:22:55.000Z,83
02196b6dc43b38b81a49ec28b4ba706e,2022/05/13,2022-05-13T04:18:07.000Z,2022-05-13T18:04:50.000Z,827
021cb5f46d51f7df535bdd5e381b3327,2022/05/09,2022-05-09T00:45:53.000Z,2022-05-09T21:49:52.000Z,1264
021cb5f46d51f7df535bdd5e381b3327,2022/05/10,2022-05-10T02:12:29.000Z,2022-05-10T13:57:26.000Z,705
021cb5f46d51f7df535bdd5e381b3327,2022/05/13,2022-05-13T00:41:05.000Z,2022-05-13T18:07:46.000Z,1047
021cb5f46d51f7df535bdd5e381b3327,2022/05/14,2022-05-14T04:29:26.000Z,2022-05-14T22:47:14.000Z,1098
021cb5f46d51f7df535bdd5e381b3327,2022/05/15,2022-05-15T04:22:13.000Z,2022-05-15T16:43:10.000Z,741
021d6068dc943cd49655b11badd715d8,2022/05/09,2022-05-09T14:25:10.000Z,2022-05-09T14:31:18.000Z,6
022ccb9bd993a7c9a24b72470799445a,2022/05/12,2022-05-12T17:57:52.000Z,2022-05-12T18:40:44.000Z,43
02363e70ee50ee0902d2e633dab4849a,2022/05/13,2022-05-13T17:52:31.000Z,2022-05-13T20:22:21.000Z,150
02501b92802a34e9b0a80b06ef154815,2022/05/09,2022-05-09T19:16:45.000Z,2022-05-09T21:21:35.000Z,125
02501b92802a34e9b0a80b06ef154815,2022/05/10,2022-05-10T22:57:32.000Z,2022-05-10T23:16:00.000Z,18
02501b92802a34e9b0a80b06ef154815,2022/05/13,2022-05-13T21:10:13.000Z,2022-05-13T22:52:37.000Z,102
02501b92802a34e9b0a80b06ef154815,2022/05/14,2022-05-14T17:57:02.000Z,2022-05-14T23:15:11.000Z,318
025574e89c15d7df62a6fc8d54ee7217,2022/05/12,2022-05-12T18:35:03.000Z,2022-05-12T19:53:48.000Z,79
025d79d37dc52bba3a5ab558908a71d1,2022/05/14,2022-05-14T18:23:19.000Z,2022-05-14T18:35:26.000Z,12
025f8ee0bab489dbcecbd6631d430005,2022/05/09,2022-05-09T22:56:25.000Z,2022-05-09T23:41:00.000Z,45
025f8ee0bab489dbcecbd6631d430005,2022/05/10,2022-05-10T04:17:47.000Z,2022-05-10T13:55:56.000Z,578
025f8ee0bab489dbcecbd6631d430005,2022/05/11,2022-05-11T01:29:40.000Z,2022-05-11T23:43:09.000Z,1333
025f8ee0bab489dbcecbd6631d430005,2022/05/12,2022-05-12T04:18:34.000Z,2022-05-12T23:38:44.000Z,1160
0268b0807a1601c96d1fb8f18561becc,2022/05/13,2022-05-13T15:06:46.000Z,2022-05-13T21:12:16.000Z,365
0271f2c49db23b51620679cf5b3936e2,2022/05/09,2022-05-09T17:20:07.000Z,2022-05-09T22:25:01.000Z,305
0271f2c49db23b51620679cf5b3936e2,2022/05/11,2022-05-11T17:20:57.000Z,2022-05-11T19:43:07.000Z,142
02766b1f2dc307eac584b03d32b1502a,2022/05/11,2022-05-11T14:47:31.000Z,2022-05-11T15:05:19.000Z,18
0276dbd15e07e6c1ffb8c87fab232d96,2022/05/09,2022-05-09T12:31:17.000Z,2022-05-09T15:27:38.000Z,176
0276dbd15e07e6c1ffb8c87fab232d96,2022/05/10,2022-05-10T00:34:12.000Z,2022-05-10T16:09:12.000Z,935
0276dbd15e07e6c1ffb8c87fab232d96,2022/05/11,2022-05-11T01:14:55.000Z,2022-05-11T21:27:46.000Z,1213
0276dbd15e07e6c1ffb8c87fab232d96,2022/05/12,2022-05-12T01:51:37.000Z,2022-05-12T15:35:46.000Z,824
02776d189f850a010a52a29cd6446801,2022/05/12,2022-05-12T19:13:08.000Z,2022-05-12T19:38:53.000Z,26
0278b872b0b47c945b527a2533a9f14c,2022/05/09,2022-05-09T14:18:14.000Z,2022-05-09T22:49:37.000Z,511
0278b872b0b47c945b527a2533a9f14c,2022/05/10,2022-05-10T00:20:33.000Z,2022-05-10T22:09:39.000Z,1309
0278b872b0b47c945b527a2533a9f14c,2022/05/11,2022-05-11T00:30:46.000Z,2022-05-11T23:01:43.000Z,1351
0278b872b0b47c945b527a2533a9f14c,2022/05/12,2022-05-12T14:18:26.000Z,2022-05-12T21:18:16.000Z,420
0278b872b0b47c945b527a2533a9f14c,2022/05/13,2022-05-13T13:12:11.000Z,2022-05-13T16:06:59.000Z,175
028249cdfef5c1cc4878fd3618fd9a8d,2022/05/09,2022-05-09T01:09:26.000Z,2022-05-09T22:00:02.000Z,1251
028249cdfef5c1cc4878fd3618fd9a8d,2022/05/11,2022-05-11T00:48:36.000Z,2022-05-11T02:12:06.000Z,84
0282e8ffc77c255c27d2b5ef61d3d57a,2022/05/11,2022-05-11T19:48:11.000Z,2022-05-11T20:12:35.000Z,24
0282e8ffc77c255c27d2b5ef61d3d57a,2022/05/12,2022-05-12T01:09:17.000Z,2022-05-12T15:36:02.000Z,867
028c0ac4557e7d372d28aa6348551247,2022/05/09,2022-05-09T04:57:29.000Z,2022-05-09T22:11:34.000Z,1034
02a1a2f83562d859670d32e40cd60ed0,2022/05/10,2022-05-10T17:26:13.000Z,2022-05-10T17:43:43.000Z,17
02a33701b5b587a3d0c65eb4b1a85215,2022/05/11,2022-05-11T04:02:38.000Z,2022-05-11T19:28:39.000Z,926
02a739f85d875495fa73bfcf3ac34438,2022/05/10,2022-05-10T12:34:34.000Z,2022-05-10T12:47:32.000Z,13
02ac5fa4c8e9b10b6bb9bf601d256562,2022/05/15,2022-05-15T22:46:00.000Z,2022-05-15T23:27:19.000Z,41
02ad121847dbff15da9d1415d1a1c132,2022/05/09,2022-05-09T15:20:22.000Z,2022-05-09T17:46:13.000Z,146
02ad121847dbff15da9d1415d1a1c132,2022/05/15,2022-05-15T15:20:22.000Z,2022-05-15T17:47:49.000Z,147
02b59f5006ff089831dde76c0cf71d61,2022/05/14,2022-05-14T21:59:29.000Z,2022-05-14T23:11:52.000Z,72
02b6c49e86671a8af91943a9be56457d,2022/05/15,2022-05-15T14:49:53.000Z,2022-05-15T22:02:18.000Z,432
02b9375f6c83b52dd831afa8540101ac,2022/05/09,2022-05-09T23:22:39.000Z,2022-05-09T23:45:22.000Z,23
02bba5fe4294d7a5f5375489027db1d6,2022/05/10,2022-05-10T17:53:38.000Z,2022-05-10T18:28:13.000Z,35
02bba5fe4294d7a5f5375489027db1d6,2022/05/12,2022-05-12T17:44:13.000Z,2022-05-12T23:01:37.000Z,317
02c491992a4a6afd8f4ba0db31fe3d20,2022/05/11,2022-05-11T00:21:57.000Z,2022-05-11T14:18:28.000Z,837
02c491992a4a6afd8f4ba0db31fe3d20,2022/05/12,2022-05-12T18:37:00.000Z,2022-05-12T22:16:50.000Z,220
02c491992a4a6afd8f4ba0db31fe3d20,2022/05/13,2022-05-13T14:48:07.000Z,2022-05-13T22:57:27.000Z,489
02c491992a4a6afd8f4ba0db31fe3d20,2022/05/15,2022-05-15T00:19:05.000Z,2022-05-15T23:34:44.000Z,1396
02ca5027081250bfcacaf8e6f25cc0de,2022/05/09,2022-05-09T14:29:14.000Z,2022-05-09T21:31:12.000Z,422
02ca5027081250bfcacaf8e6f25cc0de,2022/05/10,2022-05-10T14:32:50.000Z,2022-05-10T19:48:49.000Z,316
02d4ed0f53ea26c2e2894e5973f81370,2022/05/09,2022-05-09T12:37:01.000Z,2022-05-09T21:14:30.000Z,517
02d4ed0f53ea26c2e2894e5973f81370,2022/05/10,2022-05-10T13:33:32.000Z,2022-05-10T18:19:53.000Z,286
02d4ed0f53ea26c2e2894e5973f81370,2022/05/11,2022-05-11T02:25:51.000Z,2022-05-11T14:57:26.000Z,752
02d4ed0f53ea26c2e2894e5973f81370,2022/05/13,2022-05-13T12:50:20.000Z,2022-05-13T19:30:01.000Z,400
02d4ed0f53ea26c2e2894e5973f81370,2022/05/14,2022-05-14T12:50:20.000Z,2022-05-14T16:04:26.000Z,194
02d4ed0f53ea26c2e2894e5973f81370,2022/05/15,2022-05-15T13:32:01.000Z,2022-05-15T14:36:01.000Z,64
02d7fb2f601c008466d7e9962262d213,2022/05/11,2022-05-11T20:02:38.000Z,2022-05-11T20:24:25.000Z,22
02d90558f17d5c5c968d169a9cdcb215,2022/05/10,2022-05-10T00:40:23.000Z,2022-05-10T00:50:42.000Z,10
02e35ee63fd59e0c43c2d63dc9af7a64,2022/05/09,2022-05-09T19:20:50.000Z,2022-05-09T19:44:41.000Z,24
02e35ee63fd59e0c43c2d63dc9af7a64,2022/05/12,2022-05-12T15:51:42.000Z,2022-05-12T23:02:24.000Z,431
02e48b79e98f0b99e7c29fdcbd840265,2022/05/11,2022-05-11T03:18:28.000Z,2022-05-11T05:02:27.000Z,104
02e682f6377a731e99fed189b31f693e,2022/05/12,2022-05-12T20:35:49.000Z,2022-05-12T22:54:03.000Z,138
02e7039bc99224a554b8fa307dfbfc9d,2022/05/09,2022-05-09T07:15:08.000Z,2022-05-09T10:43:17.000Z,208
02e78a0fdb92102e7ae2f553f98adb43,2022/05/10,2022-05-10T00:12:52.000Z,2022-05-10T03:24:10.000Z,191
02e78a0fdb92102e7ae2f553f98adb43,2022/05/12,2022-05-12T00:13:18.000Z,2022-05-12T02:59:54.000Z,167
02ef43870a50c1390a5389d919242acb,2022/05/09,2022-05-09T18:04:00.000Z,2022-05-09T19:29:10.000Z,85
02f9e77df798e32d6334a6e7a30163ca,2022/05/15,2022-05-15T20:24:56.000Z,2022-05-15T23:03:32.000Z,159
