DeviceId,enter_date,enter_time,leave_time,length_minutes
506ed62abef61a217fcd54e2181fd80e,2022/05/13,2022-05-13T18:27:08.000Z,2022-05-13T19:43:29.000Z,76
50743bf093856c6bd1f4218511ca143d,2022/05/14,2022-05-14T22:19:11.000Z,2022-05-14T23:24:45.000Z,66
50743bf093856c6bd1f4218511ca143d,2022/05/15,2022-05-15T01:42:03.000Z,2022-05-15T20:35:16.000Z,1133
50745d3a2bc7222f277069a59d13bacf,2022/05/13,2022-05-13T16:27:45.000Z,2022-05-13T17:14:14.000Z,46
507a4266a80bf18d97cc8a6203bfb86c,2022/05/14,2022-05-14T01:21:01.000Z,2022-05-14T02:46:37.000Z,86
507b284206f41787a88d93a11e3c6b81,2022/05/09,2022-05-09T14:20:14.000Z,2022-05-09T17:30:18.000Z,190
507b284206f41787a88d93a11e3c6b81,2022/05/14,2022-05-14T14:20:14.000Z,2022-05-14T17:30:28.000Z,190
5082817419544153864be3a3c4f50e18,2022/05/14,2022-05-14T04:46:27.000Z,2022-05-14T05:06:36.000Z,20
50b612545c62833b6fd3d3dce2b990ba,2022/05/13,2022-05-13T15:59:07.000Z,2022-05-13T16:19:19.000Z,20
50cb43b2e8fdf6b634a151092178951d,2022/05/10,2022-05-10T05:28:24.000Z,2022-05-10T05:38:57.000Z,11
50cb43b2e8fdf6b634a151092178951d,2022/05/12,2022-05-12T05:42:40.000Z,2022-05-12T05:51:09.000Z,8
50cbcf34e9155f898b414f3e978aca80,2022/05/09,2022-05-09T19:34:23.000Z,2022-05-09T19:45:32.000Z,11
50d53d7e4cc1caa0fa581e79048f6288,2022/05/09,2022-05-09T09:07:00.000Z,2022-05-09T09:43:57.000Z,37
50d53d7e4cc1caa0fa581e79048f6288,2022/05/10,2022-05-10T10:47:20.000Z,2022-05-10T11:23:30.000Z,36
50dc9753058921caffa4a4d2a75944a2,2022/05/09,2022-05-09T12:45:23.000Z,2022-05-09T21:39:36.000Z,534
50dc9753058921caffa4a4d2a75944a2,2022/05/10,2022-05-10T23:08:18.000Z,2022-05-10T23:34:38.000Z,26
50dc9753058921caffa4a4d2a75944a2,2022/05/11,2022-05-11T03:35:35.000Z,2022-05-11T21:07:11.000Z,1052
50dc9753058921caffa4a4d2a75944a2,2022/05/12,2022-05-12T07:02:04.000Z,2022-05-12T23:40:07.000Z,998
50deedba0fbc8f425a29afdb4665c832,2022/05/12,2022-05-12T14:59:33.000Z,2022-05-12T15:10:42.000Z,11
5101394318b0fa1048cc8bd089b353ef,2022/05/10,2022-05-10T02:01:39.000Z,2022-05-10T14:12:19.000Z,731
5101394318b0fa1048cc8bd089b353ef,2022/05/12,2022-05-12T00:33:26.000Z,2022-05-12T14:22:00.000Z,829
5101394318b0fa1048cc8bd089b353ef,2022/05/14,2022-05-14T00:46:25.000Z,2022-05-14T23:43:26.000Z,1377
5101394318b0fa1048cc8bd089b353ef,2022/05/15,2022-05-15T04:00:12.000Z,2022-05-15T23:03:39.000Z,1143
5108ae8cd6db36b1efcc7b21e3b5fc21,2022/05/13,2022-05-13T15:59:08.000Z,2022-05-13T22:08:05.000Z,369
510c32a2a21f6c00f40f7b4d13ef9ac4,2022/05/11,2022-05-11T22:04:01.000Z,2022-05-11T22:12:46.000Z,9
51140800a183c215c96ba33a6b86850e,2022/05/09,2022-05-09T14:08:55.000Z,2022-05-09T14:17:47.000Z,9
5132eef64061bd100754cb5243707cba,2022/05/09,2022-05-09T00:31:32.000Z,2022-05-09T04:59:55.000Z,268
5132eef64061bd100754cb5243707cba,2022/05/11,2022-05-11T00:52:33.000Z,2022-05-11T05:02:46.000Z,250
5138ae50a57c68e074028103d3a3b646,2022/05/10,2022-05-10T17:39:29.000Z,2022-05-10T17:55:41.000Z,16
513c9bf64a19f41e160d22f0f5fa9d78,2022/05/14,2022-05-14T20:07:41.000Z,2022-05-14T20:19:53.000Z,12
51457ccc1540fb4b24679e8a761de170,2022/05/12,2022-05-12T12:43:44.000Z,2022-05-12T13:02:41.000Z,19
5152b31c171c3a293c3ce952d0f41ae4,2022/05/14,2022-05-14T03:04:45.000Z,2022-05-14T14:51:55.000Z,707
5152b31c171c3a293c3ce952d0f41ae4,2022/05/15,2022-05-15T03:02:47.000Z,2022-05-15T10:33:27.000Z,451
51537a806bd6f3824c779da6b353a7f7,2022/05/12,2022-05-12T18:36:29.000Z,2022-05-12T20:37:15.000Z,121
51545b34b25024a164fad58e48e98efc,2022/05/09,2022-05-09T00:51:49.000Z,2022-05-09T03:04:32.000Z,133
515c402c8c2a66528a24c421700250af,2022/05/10,2022-05-10T21:23:52.000Z,2022-05-10T23:24:47.000Z,121
515c402c8c2a66528a24c421700250af,2022/05/12,2022-05-12T14:46:47.000Z,2022-05-12T19:36:06.000Z,289
515c402c8c2a66528a24c421700250af,2022/05/14,2022-05-14T14:39:39.000Z,2022-05-14T23:24:37.000Z,525
517b281c9a309e968853e91fcb3fdf00,2022/05/13,2022-05-13T16:35:35.000Z,2022-05-13T16:46:18.000Z,11
518dee30dfe71eb690c392a326b45521,2022/05/09,2022-05-09T00:19:07.000Z,2022-05-09T21:58:07.000Z,1299
518dee30dfe71eb690c392a326b45521,2022/05/10,2022-05-10T06:18:23.000Z,2022-05-10T17:09:08.000Z,651
518dee30dfe71eb690c392a326b45521,2022/05/11,2022-05-11T12:32:38.000Z,2022-05-11T21:04:01.000Z,511
51980550009234fa8ad999610c8edc63,2022/05/12,2022-05-12T22:44:27.000Z,2022-05-12T23:04:18.000Z,20
51a3021fe782bb5b59a355cd341a3613,2022/05/11,2022-05-11T18:17:36.000Z,2022-05-11T23:35:03.000Z,317
51a3021fe782bb5b59a355cd341a3613,2022/05/12,2022-05-12T15:56:09.000Z,2022-05-12T23:34:52.000Z,459
51a3021fe782bb5b59a355cd341a3613,2022/05/13,2022-05-13T03:20:44.000Z,2022-05-13T03:31:29.000Z,11
51ab1b7ed58a47db7d05a4d84863b3fe,2022/05/09,2022-05-09T19:36:45.000Z,2022-05-09T19:58:03.000Z,21
51ac0236f5a5d19c49673fb734ef1834,2022/05/09,2022-05-09T02:42:25.000Z,2022-05-09T14:29:56.000Z,708
51ac0236f5a5d19c49673fb734ef1834,2022/05/11,2022-05-11T12:44:15.000Z,2022-05-11T23:38:17.000Z,654
51ac0236f5a5d19c49673fb734ef1834,2022/05/15,2022-05-15T12:41:15.000Z,2022-05-15T23:38:42.000Z,657
51acf2c582f755e29ecd722259ea4418,2022/05/09,2022-05-09T00:31:44.000Z,2022-05-09T11:52:39.000Z,681
51ad657723f8b5ed9c72d14598195a58,2022/05/09,2022-05-09T01:46:12.000Z,2022-05-09T21:18:04.000Z,1172
51ad657723f8b5ed9c72d14598195a58,2022/05/10,2022-05-10T04:24:29.000Z,2022-05-10T22:35:42.000Z,1091
51ad657723f8b5ed9c72d14598195a58,2022/05/11,2022-05-11T05:09:10.000Z,2022-05-11T21:18:04.000Z,969
51ad657723f8b5ed9c72d14598195a58,2022/05/12,2022-05-12T06:42:26.000Z,2022-05-12T12:55:49.000Z,373
51ad657723f8b5ed9c72d14598195a58,2022/05/13,2022-05-13T05:40:04.000Z,2022-05-13T16:50:21.000Z,670
51ad657723f8b5ed9c72d14598195a58,2022/05/14,2022-05-14T03:59:34.000Z,2022-05-14T23:01:13.000Z,1142
51ad657723f8b5ed9c72d14598195a58,2022/05/15,2022-05-15T07:02:13.000Z,2022-05-15T21:39:00.000Z,877
51ba522ce12f9fd243f52305ad192aab,2022/05/09,2022-05-09T01:27:37.000Z,2022-05-09T23:03:08.000Z,1296
51ba522ce12f9fd243f52305ad192aab,2022/05/11,2022-05-11T14:29:02.000Z,2022-05-11T18:19:38.000Z,231
51ba522ce12f9fd243f52305ad192aab,2022/05/12,2022-05-12T16:19:15.000Z,2022-05-12T21:51:04.000Z,332
51ba522ce12f9fd243f52305ad192aab,2022/05/13,2022-05-13T12:24:58.000Z,2022-05-13T22:35:13.000Z,610
51c0eea67d4f6a9e236c1bc3f97814dc,2022/05/13,2022-05-13T18:11:30.000Z,2022-05-13T22:00:03.000Z,229
51c819b6722c56557122e55e7a45ca46,2022/05/11,2022-05-11T04:26:11.000Z,2022-05-11T04:37:01.000Z,11
51d6840250b336ec5ac81bc2497232c1,2022/05/09,2022-05-09T02:57:01.000Z,2022-05-09T05:12:08.000Z,135
51dae6bd187350d036ac25c5b5680f60,2022/05/09,2022-05-09T16:13:09.000Z,2022-05-09T17:29:10.000Z,76
51dae6bd187350d036ac25c5b5680f60,2022/05/10,2022-05-10T16:15:10.000Z,2022-05-10T22:43:07.000Z,388
51dae6bd187350d036ac25c5b5680f60,2022/05/11,2022-05-11T18:17:56.000Z,2022-05-11T20:51:22.000Z,153
51dae6bd187350d036ac25c5b5680f60,2022/05/12,2022-05-12T00:49:45.000Z,2022-05-12T23:27:00.000Z,1357
51e1a9c32be0bed4fdc3b768de408fd2,2022/05/09,2022-05-09T04:26:45.000Z,2022-05-09T22:07:27.000Z,1061
51e3a4a3dd7b5ca5d0d06b26165600b4,2022/05/09,2022-05-09T13:48:32.000Z,2022-05-09T22:58:13.000Z,550
51e3a4a3dd7b5ca5d0d06b26165600b4,2022/05/12,2022-05-12T13:49:07.000Z,2022-05-12T23:00:37.000Z,551
520257e65741e3caf51bd54ea97d56d5,2022/05/11,2022-05-11T20:44:49.000Z,2022-05-11T20:58:43.000Z,14
5207a4cadf57de5f3bdbaf1adc044dc7,2022/05/13,2022-05-13T00:36:35.000Z,2022-05-13T14:22:32.000Z,826
5207bdc708ae0db588c8d3eeb3c897c2,2022/05/11,2022-05-11T22:46:38.000Z,2022-05-11T23:02:26.000Z,16
5213dc2889cd89bcf2bd6fb05e889468,2022/05/09,2022-05-09T12:16:00.000Z,2022-05-09T16:35:54.000Z,260
5213dc2889cd89bcf2bd6fb05e889468,2022/05/11,2022-05-11T12:56:18.000Z,2022-05-11T23:54:41.000Z,658
5213dc2889cd89bcf2bd6fb05e889468,2022/05/12,2022-05-12T16:38:02.000Z,2022-05-12T18:55:35.000Z,138
52145ad4e775cdc860eaefe8753b54e7,2022/05/10,2022-05-10T13:37:41.000Z,2022-05-10T15:33:44.000Z,116
522146c28354ac8d7ed1db3b1e1b9591,2022/05/13,2022-05-13T02:10:57.000Z,2022-05-13T22:20:33.000Z,1210
522146c28354ac8d7ed1db3b1e1b9591,2022/05/14,2022-05-14T05:58:50.000Z,2022-05-14T22:33:49.000Z,995
522146c28354ac8d7ed1db3b1e1b9591,2022/05/15,2022-05-15T02:09:52.000Z,2022-05-15T17:52:46.000Z,943
522e320f9a5c79fe9d536d3adae5b757,2022/05/15,2022-05-15T16:06:04.000Z,2022-05-15T16:09:51.000Z,4
52383befab3f506ddeb5bf2bb81e2a6e,2022/05/13,2022-05-13T21:57:30.000Z,2022-05-13T22:05:59.000Z,8
523a7eadfda441ef7ef422a31d5414ec,2022/05/11,2022-05-11T00:42:51.000Z,2022-05-11T13:44:24.000Z,782
523a7eadfda441ef7ef422a31d5414ec,2022/05/13,2022-05-13T01:41:54.000Z,2022-05-13T21:08:36.000Z,1167
523a7eadfda441ef7ef422a31d5414ec,2022/05/15,2022-05-15T03:59:07.000Z,2022-05-15T20:08:05.000Z,969
523c7113d4f4d95b9a1986686bea1b31,2022/05/09,2022-05-09T17:30:49.000Z,2022-05-09T22:32:20.000Z,302
523c7113d4f4d95b9a1986686bea1b31,2022/05/13,2022-05-13T01:07:26.000Z,2022-05-13T14:37:48.000Z,810
523c7113d4f4d95b9a1986686bea1b31,2022/05/14,2022-05-14T01:33:47.000Z,2022-05-14T22:46:42.000Z,1273
523c7113d4f4d95b9a1986686bea1b31,2022/05/15,2022-05-15T00:37:28.000Z,2022-05-15T20:58:31.000Z,1221
5243370c10361ad92ff1441d7e21f76a,2022/05/12,2022-05-12T15:50:52.000Z,2022-05-12T23:21:35.000Z,451
52480f636ad9f0f562d5e63009d7bfb0,2022/05/10,2022-05-10T07:43:25.000Z,2022-05-10T21:34:07.000Z,831
5266b2511504884f31d76a1dae80f418,2022/05/12,2022-05-12T21:15:00.000Z,2022-05-12T21:51:53.000Z,37
526cdbb7d936c0c2cfc6ea9dfa5af7a5,2022/05/14,2022-05-14T03:42:26.000Z,2022-05-14T03:49:50.000Z,7
527240a6975dd832d236fc393f676e05,2022/05/13,2022-05-13T00:34:40.000Z,2022-05-13T19:29:27.000Z,1135
5276df1483b1f2f5162a10513cabb01e,2022/05/10,2022-05-10T21:14:29.000Z,2022-05-10T21:37:20.000Z,23
527ac0c7500a60f3ee6057b45346ad4a,2022/05/13,2022-05-13T13:02:01.000Z,2022-05-13T13:15:13.000Z,13
527b79e2c5773b32ac237fded5fc1d00,2022/05/12,2022-05-12T21:12:40.000Z,2022-05-12T21:32:37.000Z,20
527d56087a58b6dcc1265a8faac88db3,2022/05/10,2022-05-10T20:46:49.000Z,2022-05-10T21:14:28.000Z,28
527d56087a58b6dcc1265a8faac88db3,2022/05/11,2022-05-11T16:48:16.000Z,2022-05-11T19:26:43.000Z,158
527d56087a58b6dcc1265a8faac88db3,2022/05/12,2022-05-12T17:04:48.000Z,2022-05-12T19:25:48.000Z,141
527d65df33f063a65cc7b22f1fa2dbb3,2022/05/14,2022-05-14T02:10:12.000Z,2022-05-14T03:59:26.000Z,109
527e46be849048db216baf920c903be6,2022/05/09,2022-05-09T05:18:36.000Z,2022-05-09T10:49:10.000Z,331
52854f42985862aec71b885cd5001c2e,2022/05/12,2022-05-12T16:57:37.000Z,2022-05-12T17:20:55.000Z,23
5293ed71db51e15e1fbc78c454fc0e32,2022/05/09,2022-05-09T02:06:31.000Z,2022-05-09T23:18:38.000Z,1272
5293ed71db51e15e1fbc78c454fc0e32,2022/05/10,2022-05-10T00:35:40.000Z,2022-05-10T21:29:34.000Z,1254
5293ed71db51e15e1fbc78c454fc0e32,2022/05/11,2022-05-11T12:43:33.000Z,2022-05-11T21:35:38.000Z,532
5293ed71db51e15e1fbc78c454fc0e32,2022/05/12,2022-05-12T13:11:00.000Z,2022-05-12T23:50:51.000Z,640
529bbb5834dc0a3011569212b0da8cfd,2022/05/13,2022-05-13T14:55:42.000Z,2022-05-13T23:41:28.000Z,526
529bd461f4ae25aa2baa3ae9c5e3b400,2022/05/11,2022-05-11T01:09:32.000Z,2022-05-11T01:25:59.000Z,16
52a9b7d4fcd7d640ec02eca213db2bb8,2022/05/09,2022-05-09T15:57:18.000Z,2022-05-09T18:15:01.000Z,138
52a9b7d4fcd7d640ec02eca213db2bb8,2022/05/10,2022-05-10T00:24:48.000Z,2022-05-10T21:06:48.000Z,1242
52a9b7d4fcd7d640ec02eca213db2bb8,2022/05/11,2022-05-11T18:48:21.000Z,2022-05-11T23:42:28.000Z,294
52a9b7d4fcd7d640ec02eca213db2bb8,2022/05/12,2022-05-12T01:54:24.000Z,2022-05-12T21:00:23.000Z,1146
52a9b7d4fcd7d640ec02eca213db2bb8,2022/05/13,2022-05-13T18:54:20.000Z,2022-05-13T22:42:05.000Z,228
52a9b7d4fcd7d640ec02eca213db2bb8,2022/05/14,2022-05-14T02:30:54.000Z,2022-05-14T23:33:30.000Z,1263
52a9b7d4fcd7d640ec02eca213db2bb8,2022/05/15,2022-05-15T03:38:43.000Z,2022-05-15T06:28:40.000Z,170
52afda98ca36c3043429beee015611c0,2022/05/09,2022-05-09T17:18:21.000Z,2022-05-09T22:31:04.000Z,313
52afda98ca36c3043429beee015611c0,2022/05/10,2022-05-10T16:47:25.000Z,2022-05-10T18:47:07.000Z,120
52afda98ca36c3043429beee015611c0,2022/05/11,2022-05-11T19:27:41.000Z,2022-05-11T19:52:17.000Z,25
52afda98ca36c3043429beee015611c0,2022/05/13,2022-05-13T16:43:54.000Z,2022-05-13T18:38:16.000Z,114
52afda98ca36c3043429beee015611c0,2022/05/14,2022-05-14T11:34:23.000Z,2022-05-14T23:16:52.000Z,702
52afda98ca36c3043429beee015611c0,2022/05/15,2022-05-15T16:47:29.000Z,2022-05-15T23:16:14.000Z,389
52b569ed034375fbeaab2c5e37c52abc,2022/05/12,2022-05-12T22:23:23.000Z,2022-05-12T22:33:31.000Z,10
52bb0f407b53ed7c7fd8babfed6f8be0,2022/05/10,2022-05-10T20:55:20.000Z,2022-05-10T21:10:05.000Z,15
52bbd2311f6c2d19bc4030dad6a13837,2022/05/10,2022-05-10T19:08:14.000Z,2022-05-10T20:43:08.000Z,95
52bbd2311f6c2d19bc4030dad6a13837,2022/05/12,2022-05-12T18:54:53.000Z,2022-05-12T20:34:08.000Z,99
52c3b651d0eac26219766eb715726a9a,2022/05/09,2022-05-09T13:25:25.000Z,2022-05-09T14:07:04.000Z,42
52ca10952afbc5829256f2e9a32cc46f,2022/05/10,2022-05-10T00:21:56.000Z,2022-05-10T13:55:41.000Z,814
52ca10952afbc5829256f2e9a32cc46f,2022/05/12,2022-05-12T00:36:01.000Z,2022-05-12T13:41:20.000Z,785
52cb851a448b2a2060742f9d50902c5b,2022/05/13,2022-05-13T20:15:48.000Z,2022-05-13T21:51:27.000Z,96
52cfc37aa88e93246b7daf5ab64edc27,2022/05/13,2022-05-13T14:03:48.000Z,2022-05-13T14:14:22.000Z,11
52d7834d20ff1f7738144a238ec03a65,2022/05/09,2022-05-09T15:28:12.000Z,2022-05-09T18:45:05.000Z,197
52d7834d20ff1f7738144a238ec03a65,2022/05/10,2022-05-10T15:53:43.000Z,2022-05-10T22:20:50.000Z,387
52d7834d20ff1f7738144a238ec03a65,2022/05/11,2022-05-11T15:48:55.000Z,2022-05-11T19:45:08.000Z,236
52d7834d20ff1f7738144a238ec03a65,2022/05/13,2022-05-13T15:48:55.000Z,2022-05-13T19:45:08.000Z,236
52d7834d20ff1f7738144a238ec03a65,2022/05/14,2022-05-14T15:53:43.000Z,2022-05-14T22:20:50.000Z,387
52d7834d20ff1f7738144a238ec03a65,2022/05/15,2022-05-15T15:53:43.000Z,2022-05-15T19:45:08.000Z,231
52dd2f4f5d0e70c4aec403141509fdf6,2022/05/09,2022-05-09T02:55:21.000Z,2022-05-09T22:39:06.000Z,1184
52dd2f4f5d0e70c4aec403141509fdf6,2022/05/14,2022-05-14T21:23:55.000Z,2022-05-14T23:25:47.000Z,122
52df0a6a8ea40d355a0f0ae63cc6a18a,2022/05/14,2022-05-14T03:05:15.000Z,2022-05-14T04:43:18.000Z,98
52e672767ce01aa9cd118176b57d3ea1,2022/05/11,2022-05-11T00:32:35.000Z,2022-05-11T14:44:33.000Z,852
52e672767ce01aa9cd118176b57d3ea1,2022/05/14,2022-05-14T14:56:17.000Z,2022-05-14T22:17:31.000Z,441
52e857a336f361c3752274f53b9c984b,2022/05/13,2022-05-13T15:22:31.000Z,2022-05-13T23:35:16.000Z,493
52efe6d598cfc3bd2bb6b34104a248b2,2022/05/09,2022-05-09T06:04:05.000Z,2022-05-09T23:25:57.000Z,1042
52efe6d598cfc3bd2bb6b34104a248b2,2022/05/10,2022-05-10T03:41:19.000Z,2022-05-10T18:27:15.000Z,886
52efe6d598cfc3bd2bb6b34104a248b2,2022/05/11,2022-05-11T04:40:00.000Z,2022-05-11T23:02:03.000Z,1102
52efe6d598cfc3bd2bb6b34104a248b2,2022/05/12,2022-05-12T14:32:21.000Z,2022-05-12T20:55:10.000Z,383
52fa100e70021ed8cb2415238d7dc389,2022/05/09,2022-05-09T14:23:02.000Z,2022-05-09T14:34:32.000Z,11
52fcba627030fe1c82d410483cd7e50a,2022/05/12,2022-05-12T03:03:42.000Z,2022-05-12T03:27:43.000Z,24
52fd6a334966a36c66600c19ca5d55b3,2022/05/09,2022-05-09T14:20:08.000Z,2022-05-09T14:47:48.000Z,28
52fd6a334966a36c66600c19ca5d55b3,2022/05/10,2022-05-10T13:15:08.000Z,2022-05-10T21:51:04.000Z,516
52fd6a334966a36c66600c19ca5d55b3,2022/05/13,2022-05-13T13:06:39.000Z,2022-05-13T14:30:33.000Z,84
52fd6a334966a36c66600c19ca5d55b3,2022/05/14,2022-05-14T14:14:04.000Z,2022-05-14T23:02:55.000Z,529
52fd6a334966a36c66600c19ca5d55b3,2022/05/15,2022-05-15T14:12:48.000Z,2022-05-15T14:26:55.000Z,14
530466741b38889f7b15566dcb433895,2022/05/13,2022-05-13T12:05:31.000Z,2022-05-13T14:48:37.000Z,163
5304ab10581928ecd73ed3ff2f09f1fb,2022/05/14,2022-05-14T15:54:10.000Z,2022-05-14T18:11:01.000Z,137
5307a1efe40a3e540837ef0a07908d5d,2022/05/09,2022-05-09T03:54:33.000Z,2022-05-09T04:11:24.000Z,17
531b75ca3d5b84c3115b8b9ebe1a8f74,2022/05/09,2022-05-09T16:59:22.000Z,2022-05-09T20:33:18.000Z,214
5325d931ae21ec41b176636a7adc0f7b,2022/05/14,2022-05-14T00:24:39.000Z,2022-05-14T00:38:48.000Z,14
532b5f5b18a75aae127c3cbeab2df8c7,2022/05/09,2022-05-09T01:51:45.000Z,2022-05-09T14:41:13.000Z,769
532b5f5b18a75aae127c3cbeab2df8c7,2022/05/10,2022-05-10T00:56:40.000Z,2022-05-10T22:04:46.000Z,1268
532b5f5b18a75aae127c3cbeab2df8c7,2022/05/11,2022-05-11T14:09:39.000Z,2022-05-11T14:28:56.000Z,19
532b5f5b18a75aae127c3cbeab2df8c7,2022/05/13,2022-05-13T11:46:31.000Z,2022-05-13T14:34:10.000Z,168
532b5f5b18a75aae127c3cbeab2df8c7,2022/05/14,2022-05-14T11:46:31.000Z,2022-05-14T22:04:46.000Z,618
532b5f5b18a75aae127c3cbeab2df8c7,2022/05/15,2022-05-15T12:52:07.000Z,2022-05-15T14:28:56.000Z,97
53307c5b019bf6e8ed01283c63f7d914,2022/05/09,2022-05-09T01:54:32.000Z,2022-05-09T11:59:51.000Z,605
53307c5b019bf6e8ed01283c63f7d914,2022/05/10,2022-05-10T10:18:39.000Z,2022-05-10T13:06:50.000Z,168
53307c5b019bf6e8ed01283c63f7d914,2022/05/11,2022-05-11T01:35:36.000Z,2022-05-11T13:06:50.000Z,691
53307c5b019bf6e8ed01283c63f7d914,2022/05/14,2022-05-14T02:27:25.000Z,2022-05-14T13:06:50.000Z,639
53339130e7335541b7310ccf92e92a28,2022/05/13,2022-05-13T22:45:19.000Z,2022-05-13T23:25:07.000Z,40
53345a9d0208d2ae5218366e54d41599,2022/05/13,2022-05-13T13:01:57.000Z,2022-05-13T14:23:57.000Z,82
533bac82023c4a5f66240faf6de3e085,2022/05/13,2022-05-13T00:24:42.000Z,2022-05-13T00:52:30.000Z,28
533ecf2c186717486a77b8e5e262667d,2022/05/15,2022-05-15T22:46:39.000Z,2022-05-15T22:57:33.000Z,11
5347b7665e202945fa75d032d02c7188,2022/05/15,2022-05-15T00:57:30.000Z,2022-05-15T04:20:07.000Z,203
534ec25f370f96ee1c79a013957444d5,2022/05/09,2022-05-09T15:48:49.000Z,2022-05-09T20:22:39.000Z,274
534ec25f370f96ee1c79a013957444d5,2022/05/10,2022-05-10T13:17:35.000Z,2022-05-10T23:34:32.000Z,617
534ec25f370f96ee1c79a013957444d5,2022/05/11,2022-05-11T00:28:29.000Z,2022-05-11T23:23:37.000Z,1375
534ec25f370f96ee1c79a013957444d5,2022/05/12,2022-05-12T03:53:09.000Z,2022-05-12T19:44:43.000Z,952
534ec98d5b2dd447304d1367d215901a,2022/05/10,2022-05-10T01:43:53.000Z,2022-05-10T15:20:29.000Z,817
534ec98d5b2dd447304d1367d215901a,2022/05/11,2022-05-11T04:05:57.000Z,2022-05-11T16:00:13.000Z,714
534ec98d5b2dd447304d1367d215901a,2022/05/12,2022-05-12T01:31:16.000Z,2022-05-12T15:26:03.000Z,835
534ec98d5b2dd447304d1367d215901a,2022/05/14,2022-05-14T06:17:44.000Z,2022-05-14T22:20:37.000Z,963
534ec98d5b2dd447304d1367d215901a,2022/05/15,2022-05-15T17:54:03.000Z,2022-05-15T22:58:19.000Z,304
535df53e9e12d903bf9fb773e7f14ee4,2022/05/09,2022-05-09T14:01:06.000Z,2022-05-09T23:22:17.000Z,561
535df53e9e12d903bf9fb773e7f14ee4,2022/05/10,2022-05-10T00:25:33.000Z,2022-05-10T00:36:35.000Z,11
535df53e9e12d903bf9fb773e7f14ee4,2022/05/11,2022-05-11T03:27:18.000Z,2022-05-11T22:48:47.000Z,1161
535df53e9e12d903bf9fb773e7f14ee4,2022/05/12,2022-05-12T01:10:49.000Z,2022-05-12T13:48:21.000Z,758
5360e363151f77dbec84fd9107a2afb1,2022/05/09,2022-05-09T09:17:47.000Z,2022-05-09T23:13:28.000Z,836
5360e363151f77dbec84fd9107a2afb1,2022/05/11,2022-05-11T21:52:59.000Z,2022-05-11T22:40:04.000Z,47
5360e363151f77dbec84fd9107a2afb1,2022/05/13,2022-05-13T22:53:31.000Z,2022-05-13T23:11:35.000Z,18
5360e363151f77dbec84fd9107a2afb1,2022/05/15,2022-05-15T20:26:02.000Z,2022-05-15T22:40:04.000Z,134
537d8f34ed817bc28a6488659acfe75e,2022/05/11,2022-05-11T07:05:50.000Z,2022-05-11T15:38:32.000Z,513
5392724700c422f2f8260dfdcd256723,2022/05/10,2022-05-10T20:02:27.000Z,2022-05-10T22:18:58.000Z,137
53989c1d6ac232f2db23d9d37c745c87,2022/05/15,2022-05-15T23:38:27.000Z,2022-05-15T23:44:22.000Z,6
53af911c2954a2adf5d42973fdb5dc8d,2022/05/14,2022-05-14T04:46:00.000Z,2022-05-14T21:08:32.000Z,983
53b05833778688bb843c36c82bf305d7,2022/05/12,2022-05-12T14:06:03.000Z,2022-05-12T14:22:03.000Z,16
53b337b176346e23a4b1b4e55809335f,2022/05/12,2022-05-12T02:06:57.000Z,2022-05-12T23:25:44.000Z,1279
53bb0dc305acecece8dcab9c50404824,2022/05/09,2022-05-09T14:47:29.000Z,2022-05-09T17:12:37.000Z,145
53bb0dc305acecece8dcab9c50404824,2022/05/11,2022-05-11T14:13:35.000Z,2022-05-11T17:44:07.000Z,211
53bd23ac909509f5252e1742ff7a43fa,2022/05/09,2022-05-09T20:20:11.000Z,2022-05-09T20:31:05.000Z,11
53ccae0a0f83de82f0f18322567c74cf,2022/05/13,2022-05-13T01:08:10.000Z,2022-05-13T23:38:09.000Z,1350
53d266f2fe31a8d62453aa49f129356c,2022/05/11,2022-05-11T17:18:06.000Z,2022-05-11T18:32:00.000Z,74
53dfeaab8bb11bfc90cd4aaf67a77f64,2022/05/09,2022-05-09T20:33:56.000Z,2022-05-09T20:54:59.000Z,21
53e8ab893ff401e40574ff254676190f,2022/05/13,2022-05-13T16:56:38.000Z,2022-05-13T17:08:26.000Z,12
53e9c6a05623c059cde6912d34b4c36e,2022/05/11,2022-05-11T12:32:47.000Z,2022-05-11T14:58:01.000Z,145
53e9c6a05623c059cde6912d34b4c36e,2022/05/13,2022-05-13T12:32:37.000Z,2022-05-13T14:58:01.000Z,145
53e9c6a05623c059cde6912d34b4c36e,2022/05/14,2022-05-14T12:23:24.000Z,2022-05-14T14:58:01.000Z,155
53f25d3ca208c324ee470035983e65e6,2022/05/09,2022-05-09T13:07:39.000Z,2022-05-09T21:13:40.000Z,486
53f25d3ca208c324ee470035983e65e6,2022/05/10,2022-05-10T13:00:34.000Z,2022-05-10T21:21:06.000Z,501
53f25d3ca208c324ee470035983e65e6,2022/05/11,2022-05-11T13:11:20.000Z,2022-05-11T20:01:44.000Z,410
53f25d3ca208c324ee470035983e65e6,2022/05/12,2022-05-12T16:27:50.000Z,2022-05-12T22:58:13.000Z,390
53f2c915c3159e08c72b57c1ab1a2d9d,2022/05/14,2022-05-14T01:15:55.000Z,2022-05-14T20:03:08.000Z,1127
53f48c606ef4516ecb925f780f38229b,2022/05/09,2022-05-09T13:14:36.000Z,2022-05-09T22:51:03.000Z,576
